name,id,type,path,release_date,genres,description,runtime,poster,backdrop
Die Verlegerin,446354,movie,/media/pi/F01/Flext/Filme/Die Verlegerin.mp4,2017-01-19,"['Drama', 'Historie']","In den 1970er Jahren übernimmt Katharine „Kay“ Graham das Unternehmen ihrer Familie – die Washington Post – und wird so zur ersten Zeitungsverlegerin der USA. Schon bald darauf sieht sie sich in eine Auseinandersetzung von ungeheuren Ausmaßen mit der amerikanischen Regierung verwickelt, als sie gemeinsam mit dem ehrgeizigen Redakteur Ben Bradley auf eine Story über vier US-Präsidenten und deren jeweiliges geheimes Wissen über Amerikas Rolle im Vietnam-Krieg stößt. Vollblutjournalist Bradley will die Informationen um jeden Preis veröffentlichen, selbst wenn er dafür ins Gefängnis gehen muss, Graham bangt um die Sicherheit und die finanzielle Zukunft ihrer Angestellten. Ihre Position als Journalistin, amerikanische Patriotin und Geschäftsfrau bringt sie in eine moralische Zwickmühle.",116,/19m1A0Hd4DkbS23lGFxiYlIwtE4.jpg,/h5jqLrIv1tlszezv2UEWq9KBuoj.jpg
The Tinder Swindler,923632,movie,/media/pi/F01/Flext/Filme/The Tinder Swindler.mp4,2022-02-02,"['Dokumentarfilm', 'Krimi']","Viele Tinder-Nutzerinnen und - Nutzer versprechen sich, auf der Dating-Plattform ihre große Liebe zu finden. Doch manchmal erwartet sie dort der ganz große Schwindel, wie im Fall von Cecilie, die es kaum glauben kann, als sie auf Tinder mit einem gutaussehenden Milliardär matcht. Erst viel zu spät erkennt sie, dass der angebliche internationale Geschäftsmann sie ganz charmant um den Finger gewickelt – und völlig ausgenommen hat. Doch Cecilie ist nicht das einzige Opfer dieses Schwindlers. Die Dokumentation „Der Tinder-Schwindler“ vom Produzenten-Team von „Der Blender – The Imposter“ und „Don’t F**k with Cats“ zeichnet nach, wie sich Cecilie mit anderen Frauen zusammengetan und die Identität des Betrügers aufgedeckt hat.",114,/z19vjXu8SJHKtzSy8mSoFbc2M9w.jpg,/iiq2cWUYblgfvaVn0h3xZMZK65j.jpg
Playmobil - Der Film,366668,movie,/media/pi/F01/Flext/Filme/Playmobil - Der Film.mp4,2019-06-10,"['Familie', 'Animation', 'Komödie', 'Abenteuer']","Nach dem der Bruder von Marla in das magische, animierte PLAYMOBIL® gekommen ist, muss sie sich auf das Abenteuer ihres Lebens ein lassen um Charlie wieder zurück zubringen. Bei der Reise durch die unbekannte wellt trifft Marla auf der unterschiedlichsten Wegbegleiter: Del, ein durchgeknallter Foodtruck-Besitzer, auf Rex Dasher ein unerschrockenen und charmanten Geheim-Agenten,  einen Roboter witzige wie gute Fee und viele weitere. Auf ihrer Reise erkennen die beiden dass man im Leben alles erreichen kann wenn man nur an sich glaubt.",100,/hDMqAl6Vn0QiEmoBG8FmwGCkOJs.jpg,/axmxVeX5R1FfN7w4LNFehskDxW1.jpg
Creed II Rockys Legacy,480530,movie,/media/pi/F01/Flext/Filme/Creed II Rockys Legacy.mp4,2018-11-21,['Drama'],"Adonis Creed ist am Ziel seiner Träume angelangt: der aus einfachsten Verhältnissen stammende Mann hat sich mit Ausdauer und Willenskraft bis ganz nach oben gekämpft. Als Weltmeister ist er damit auch endlich in die Fußstapfen seines Vaters Apollo Creed getreten. Die Tatsache, dass Creed den Weltmeistertitel gegen in die Jahre gekommenen Gegner gewonnen hat, ruft jedoch einen alten Widersacher von Rocky auf den Plan. Der ehemalige Sowjet-Boxer Ivan Drago fordert Creed heraus, gegen seinen Sohn Viktor zu kämpfen. Creed nimmt die Herausforderung an, worüber Rocky allerdings alles andere als glücklich ist. Denn Rocky weiß um die Gefahr, die von den Dragos ausgeht. Schließlich wurde Apollo Creed vor 34 Jahren im Ring von Ivan Drago getötet. Erwartet Adonis ein ähnliches Schicksal?",130,/At3hirk1jmksGbPPsfFlVBr6SQd.jpg,/hZqx2JcZVjHSY2lMEMDC0XlObiw.jpg
Alien Covenant,126889,movie,/media/pi/F01/Flext/Filme/Alien Covenant.mp4,2017-05-09,"['Horror', 'Science Fiction', 'Mystery']","Der fremde Planet, den die Crew des Kolonisationsraumschiffs Covenant erforscht, wirkt paradiesisch: Doch als die Terraforming-Spezialistin Daniels und ihre Kollegen, darunter der Android Walter, Christopher und Tennessee, durch die bergige, bewaldete Landschaft laufen, fällt ihnen vor allem die merkwürdige, beunruhigende Stille auf: Kein Vogel ist zu hören – und auch kein anderes Tier. Bald schon merken die Entdecker, dass sie auf einem Planeten gelandet sind, der lebensfeindlicher kaum sein könnte. Blitzschnelle, hochintelligente und Säure-spritzende Aliens überfallen die Covenant-Crew, töten ein Mitglied nach dem anderen. Und dem Rest der Gruppe wird klar: So weit weg von der Heimat sind sie komplett auf sich allein gestellt...",122,/t9um1fYgmnl8k03mjGducRnjbcw.jpg,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg
Creed - Rockys Legacy,312221,movie,/media/pi/F01/Flext/Filme/Creed - Rockys Legacy.mp4,2015-11-25,['Drama'],"Adonis hat seinen Vater, den Box-Weltmeister Apollo Creed, nie kennengelernt. Denn dieser starb bereits vor seiner Geburt. Aber dass ihm das Boxen im Blut liegt, daran besteht kein Zweifel. Also macht sich Adonis auf nach Philadelphia und bittet Rocky, den einstigen Rivalen und besten Freund seines Vaters, um Hilfe. Rocky lehnt zunächst ab als Trainer für Adonis zu arbeiten, aber erkennt das Talent in dem jungen Boxer und beginnt den jungen Fighter zu trainieren. Es ist nur eine Frage der Zeit bis Adonis eine Chance auf den Titelkampf bekommt. Wird es ihm gelingen das Herz eines echten Kämpfers zu entwickeln?",133,/mx0vH4MfOQhYDGGR2Cp4iuDdgPX.jpg,/kODNw6GJNdgldUMEhKPlCw8wQCr.jpg
Neues aus der Welt,581032,movie,/media/pi/F01/Flext/Filme/Neues aus der Welt.mp4,2020-12-25,"['Drama', 'Western', 'Abenteuer', 'Action']","Amerika, 1870: Im weitgehend unerforschten Wilden Westen reist Captain Jefferson Kyle Kidd von Stadt zu Stadt. Er wird dafür bezahlt, packende Abenteuer aus der Prärie zu erzählen und dabei Bewohnern über die aktuellen Entwicklungen in der Welt zu informieren. Eines Tages findet er auf seinen Reisen allerdings ein Mädchen: Die kleine Johanna hat nach dem Tod ihrer Eltern sechs Jahre bei den Kiowa verbracht und spricht kein Englisch. Doch eine Botschaft bittet ihn, sie zu ihren letzten Verwandten nach San Antonio zu eskortieren. Der Kriegsveteran nimmt sich der gefährlichen Mission an, obwohl einige verhindern wollen, dass er sein Ziel erreicht – darunter auch Johanna selbst, die wenig Lust auf eine ihr fremde Welt hat, in die sie laut Gesetz aber gehört …",118,/lLJhkUWIDdGVEnGyTYw02jRGB1w.jpg,/kPs3Mux7rm94IGlvMIjqnOvrYJR.jpg
Palmer,458220,movie,/media/pi/F01/Flext/Filme/Palmer.mp4,2021-01-29,['Drama'],"Nach zwölf Jahren im Gefängnis will Eddie Palmer sein Leben wieder in den Griff bekommen – und freundet sich mit Sam an, einem jungen Außenseiter aus schwierigen Verhältnissen. Doch dann droht Eddies Vergangenheit sein neues Leben zu zerstören.",110,/mt39PfQ4qCAgWzTrjcsUH3YUukh.jpg,/bblKpucB0XbyQBmfXsaRN985Rgh.jpg
Kubo Der tapfere Samurai,313297,movie,/media/pi/F01/Flext/Filme/Kubo Der tapfere Samurai.mp4,2016-08-18,"['Animation', 'Abenteuer', 'Familie']","Kubo ist als Sohn eines legendären Samurai Kriegers und einer Göttin mit magischen Kräften gesegnet. Doch er muss noch lernen, diese auch zu beherrschen. Bei dem Versuch, das Rätsel um seinen gefallenen Vater zu entwirren, beschwört er versehentlich den mächtigen Moon King, der voller Zorn auf die Erde hinabstürmt, um Rache zu üben. Plötzlich ist das gesamte Dorf in Gefahr und Kubo steht vor einer großen Herausforderung: Er muss Herr seiner Zauberkräfte werden und in die Rolle des Helden hineinwachsen, für die er geboren wurde.",102,/6JdREScYE1yLymr6sr1zICOX0BH.jpg,/2nGKhDksmoDdkllXm5D5gy2urCg.jpg
Im Netz der Versuchung,452832,movie,/media/pi/F01/Flext/Filme/Im Netz der Versuchung.mp4,2019-01-24,"['Thriller', 'Mystery', 'Drama']","Fischerboot-Kapitän Baker Dill hat sich auf eine ruhige Insel zurückgezogen und genießt sein entspanntes Leben zusammen mit seinem Maat Duke, die sich gemeinsam ihren Lebensunterhalt verdienen, indem sie Touristen mit zum Hochseefischen nehmen. Wenn Baker wieder an Land ist, stattet er meist seiner Geliebten Constance einen Besuch ab. Doch mit dem idyllischen Leben ist es schnell vorbei, als seine Ex-Frau Karen ihn ausfindig macht und auf der Insel plötzlich auftaucht. Denn sie hat eine verzweifelte Bitte: Baker soll für sie ihren gewalttätigen neuen Mann umbringen, in dem er diesen mit auf einen Fischtrip nimmt und dann über Bord den Haien zum Fraß vorwirft. Den Kapitän wirft diese Bitte zurück in ein Leben, welches er vergessen wollte und er muss sich schnell mit der Frage auseinandersetzen, was richtig und was falsch ist. Denn nicht alles ist so, wie es scheint…",102,/31aJhNeeL39BXACQ2yWDGvBTT6H.jpg,/oOROXoQ402tHgK6NowmMUSLffkW.jpg
My Husbands Secret Life,292836,movie,/media/pi/F01/Flext/Filme/My Husbands Secret Life.mp4,1998-07-08,"['TV-Film', 'Drama']",,0,,
Mazerunner - in der Brandwüste,,movie,/media/pi/F01/Flext/Filme/Mazerunner - in der Brandwüste.mp4
Ghostbusters Afterlife,425909,movie,/media/pi/F01/Flext/Filme/Ghostbusters Afterlife.mp4,2021-11-11,"['Fantasy', 'Komödie', 'Abenteuer']",Als eine alleinerziehende Mutter mit ihren beiden Kindern in einer Kleinstadt ankommt entdeckt sie ihre Verbindung zu den Original-Geisterjägern und das geheimnisvolle Erbe ihres Großvaters.,125,/ofrEPewTGvhwKf2Gtzv19ivOlEc.jpg,/zplzc6jxO3SK7Pa4yxVoRY5VflT.jpg
Stirb langsam 4.0,1571,movie,/media/pi/F01/Flext/Filme/Stirb langsam 4.0.mp4,2007-06-20,"['Action', 'Thriller']","Die gesamte USA wird von einem bisher unvorstellbaren Akt des Terrorismus bedroht, der sich innovativster Techniken bedient und mittels Computerkraft das Land ins Chaos zu stürzen vermag. Die IT-Infrastruktur des Landes wird komplett außer Kraft gesetzt, Kommunikation und Bankwesen liegen lahm und die überraschten Behörden wissen zunächst nichts entgegen zu setzen. Nur ein Mann kann den Terror aufhalten: Der New Yorker Polizist John McClane hält nichts von modernem Schnickschnack und macht sich auf seine eigene Art auf die Jagd nach dem Drahtzieher des spektakulären Coups. Unterstützt wird er dabei von dem jungen Greg, den McClane eigentlich nur von New Jersey nach Washington bringen sollte. Doch mal wieder ist der alte Haudegen zur falschen Zeit am falschen Ort…",128,/3zBDg1myjzemYsHygYwo1L9ukqs.jpg,/aRqTPOPt8BOHE0ngppM9jnuuaeS.jpg
Blackhat,201088,movie,/media/pi/F01/Flext/Filme/Blackhat.mp4,2015-01-13,"['Krimi', 'Thriller', 'Action']","Einst war Nicholas Hathaway ein berühmter Hacker, doch schon seit mehreren Jahren sitzt er im Gefängnis. Umso größer ist der Schock, als bei einem Cyber-Angriff auf die Börse von Chicago, welche die Weltwirtschaft an den Rand des Chaos’ führt, sein alter Code benutzt wird. Auf der Suche nach dem Drahtzieher des Angriffs macht ihm das FBI ein Angebot: Er kommt auf freien Fuß, wenn er die Ermittler bei der Suche nach dem Cyber-Terroristen unterstützt. Gemeinsam mit einer Spezialeinheit aus FBI und chinesischen Spezialisten macht er sich auf eine Katz- und Maus-Jagd, die ihn von Chicago über Kuala Lumpur und Hong Kong bis nach Jakarta führt. Dabei droht ihnen die Zeit davon zu laufen, denn der Terrorist plant bereits einen Angriff, bei dem es um mehr als nur Geld geht.",133,/6alhWlEw7VdGDH5aIzuARsMRMuo.jpg,/sMEni1oAuBlToW53M3xOjntF1LO.jpg
iBoy,414190,movie,/media/pi/F01/Flext/Filme/iBoy.mp4,2017-01-27,"['Action', 'Science Fiction']","Der 16-jährige Tom ist ein einfacher Teenager mit gewöhnlichen Sorgen und Problem. Als er jedoch versucht, einen Raubüberfall auf Lucy zu verhindern, auf die er heimlich steht, wird er angeschossen und erwacht aus dem Koma mit Splittern seines Smartphones im Gehirn, die die Ärzte nicht wieder entfernen können. Von nun an besitzt Tom ungewöhnliche neue Fähigkeiten: Er kann intuitiv Datenströme sehen und auswerten, allein aus Gedankenkraft online gehen und Anrufe abhören. Zum Einsatz kommen seine praktischen Cyborg-Fähigkeiten, als Tom beschließt, Lucy zu rächen und den Gangstern, die sie überfallen haben, als maskierter Rächer eine Lektion zu erteilen. Doch dadurch gelangt er ins Blickfeld eines Gangsterbosses...",87,/1oeApuR3lqnP7AwEtcW1NJLlPCF.jpg,/qIp0Wn4fEeeB2kpxE6WOjgy1VzU.jpg
Louis van Beethoven,761772,movie,/media/pi/F01/Flext/Filme/Louis van Beethoven.mp4,2020-10-27,"['Drama', 'Historie']","Bonn, 1779. Der achtjährige Louis van Beethoven wächst im provinziellen Bonn auf und gilt als musikalisches Wunderkind. Die Versuche seines Vaters Jean den Jungen zu unterrichten, scheitern. Der Sänger und Schauspieler Tobias Pfeiffer und der Bonner Hoforganist Christian Gottlob Neefe nehmen sich des jungen Genies an und prägen es auf höchst unterschiedliche Weise. Ludwig lernt, eigene Wege zu gehen, eckt damit aber in der Gesellschaft an.",120,/2f4B8DTmes5HMFpRqHvSERaPkUp.jpg,/AaqagGDIlA7UT6RrszfF7ZLiOCl.jpg
Can You Ever Forgive Me,401847,movie,/media/pi/F01/Flext/Filme/Can You Ever Forgive Me.mp4,2018-10-19,"['Drama', 'Krimi', 'Komödie']","Lee Israel ist eine angesehene Biografin. Doch nach ein paar missglückten Arbeitsentscheidungen steht sie vor dem finanziellen Bankrott. Sie ist mit ihrer Miete im Rückstand, hat nichts zu essen im Kühlschrank und kann sich die lebensnotwendige Tierarztbehandlung für ihre Katze nicht leisten. Als sie mitbekommt, wie viel Geld einige Menschen bereit sind, für Briefe prominenter Persönlichkeiten zu bezahlen, schmiedet sie einen Plan: Lee fälscht ein Schriftstück der Schauspielerin Fanny Brice und bietet es einem Antiquitätengeschäft an, welches die Fälschung dankend abkauft und sie damit vor dem finanziellen Ruin bewahrt. Von jetzt an kann die Biografin nichts mehr stoppen und sie verkauft weitere gefälschte Schriften als Sensation. Nachdem ihr bester Freund Jack Hock (Richard E. Grant) in das lukrative Geschäft einsteigt, wird Lee eines Tages aber unvorsichtig und greift zu drastischen Mitteln...",106,/hPuZR2bFoV0kuBrA98exWyvTf40.jpg,/shIOFWkjTn2NRvq5r4Mn2xLdZeJ.jpg
Suicide Squad,436969,movie,/media/pi/F01/Flext/Filme/Suicide Squad.mp4,2021-07-28,"['Action', 'Abenteuer', 'Fantasy', 'Komödie']","Die Regierung schickt die gefährlichsten Superschurken der Welt auf die abgelegene und von feindlichen Truppen besetzte Insel Corto Maltese. Bewaffnet mit High-Tech-Waffen ziehen die rehabilitierten Verbrecher auf einer selbstmörderischen Suchmission durch den gefährlichen Dschungel. Einzig Colonel Rick Flag ist dazu abgestellt, dafür zu sorgen, dass die schurkische Trupppe nicht komplett außer Kontrolle gerät.",132,/zNrFrmShSsu0bZfa6paQ2Dhv7En.jpg,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg
The Old Guard,547016,movie,/media/pi/F01/Flext/Filme/The Old Guard.mp4,2020-07-10,"['Action', 'Fantasy']","Vier unsterbliche Krieger, die die Menschen insgeheim seit Jahrhunderten beschützen, entdecken eine neue Unsterbliche und werden wegen ihrer Superkräfte zur Zielscheibe.",118,/2AuZFt994oFQTznOgmZYY1SBado.jpg,/m0ObOaJBerZ3Unc74l471ar8Iiy.jpg
Wonder Woman 1984 English,,movie,/media/pi/F01/Flext/Filme/Wonder Woman 1984 English.mp4
Robots,9928,movie,/media/pi/F01/Flext/Filme/Robots.mp4,2005-03-10,"['Animation', 'Komödie', 'Familie', 'Science Fiction']","Der kleine Roboterjunge Rodney Copperbottom ist eigentlich ein ganz normaler Junge aus der Nachbarschaft. Doch er hat zur Verblüffung seiner Eltern einen ungewöhnlichen Traum. Er möchte sein großes Idol Big Weld treffen und wie dieser ein genialer Erfinder werden. Auf den Spuren dieses Wunsches begibt er sich in die wilde Metropole Robot City, wo ein ganz anderer Wind weht, als Rodney es bislang gewohnt war. Hier hat der aalglatte Ratchet die Macht von Big Weld Industries an sich gerissen und vom eigentlichen Firmenchef Big Weld - Rodneys Idol - fehlt jede Spur. Um Big Weld zu finden und zu retten hat Rodney zahlreiche Abenteuer zu bestehen. Dafür braucht er nicht nur viel Mut und Erfindungsreichtum, sondern vor allem gute Freunde...",91,/23lGP9GrnkLn2M1G6mfVbHuAdGM.jpg,/4jgKGtOARAITsKbuNgPgZ9SSds7.jpg
Assassination Nation,446101,movie,/media/pi/F01/Flext/Filme/Assassination Nation.mp4,2018-09-21,"['Thriller', 'Horror', 'Komödie']","Lily eine Highschool-Schülerin lebt mit ihren Freundinnen im Städtchen Salem in einem Wirbel von Textnachrichten, Postings, Selfies und Chats, so wie auch der Rest der Welt. Die ändert sich aber als eine unbekannter Hacker anfängt: intimste Details aus dem Privatleben der Bewohner ihrer Kleinstadt zu posten. Und er Verdacht aufkommt das Lily und ihre Freunde dahinter stecken. Daraufhin bricht in der Kleinstadt das reinste Chaos aus, wodurch sich Lily und ihre Freundinnen fragen ob sie die Nacht überhaupt überleben werden.",108,/o9xPqd1aJPYUUBJlfjuV0g4kTCq.jpg,/eLIj9sMfZcwNFkhrrvPr7fvfZlB.jpg
Death on the Nile,505026,movie,/media/pi/F01/Flext/Filme/Death on the Nile.mp4,2022-02-09,"['Krimi', 'Drama', 'Mystery', 'Thriller']","Hercule Poirot schließt sich einer bunt gemischten Reisegruppe an, die auf einem Dampfer den Nil bereist. Auf der Fahrt kommt es zum Mord an der schönen und reichen Linnet Doyle, doch die Hauptverdächtige – Jacqueline de Bellefort, der Linnet ihren Verlobten Simon Doyle weggeschnappt hat – hat zum Tatzeitpunkt ein Alibi. Poirot nimmt die Ermittlungen auf und muss unter den zahlreichen anderen Verdächtigen, darunter Linnets Dienstmädchen Louise Bourget, ihr Treuhänder Andrew Katchadourian und die berühmte Marie Van Schuyler, den Tätern finden…",127,/judCDBhF438LRslfhdOpK0kDnSZ.jpg,/lRbDyjI7HEaXxflFQbYpqHRGFBJ.jpg
Baumbacher Syndrome,582257,movie,/media/pi/F01/Flext/Filme/Baumbacher Syndrome.mp4,2019-10-22,['Komödie'],"Max Baumbacher ist der jüngste deutsche Talkshow-Moderator der Fernsehgeschichte. Seit achtzehn Jahren dominiert der mittlerweile 52-Jährige das deutsche TV-Showbusiness und genießt Ansehen, Ruhm und Geld. Eines Morgens wacht Baumbacher mit einer ungewöhnlich tiefen, fast magischen Stimme auf. Die Nachricht über diese beispiellose Veränderung verbreitet sich in kürzester Zeit weltweit und veranlasst den Moderator, sich in der spanischen Villa seines Managers vor der Öffentlichkeit zu verstecken. Als Max die junge, verrückte Fida kennenlernt und ihn sein depressiver Sohn Damian aus einer früheren Beziehung unerwartet besucht, muss Max sich seiner Vergangenheit stellen...",85,/z0XGw1gnqRTCUH2W68aZCifMC5z.jpg,/jiUzEpvaxEGKbA3x3ayheuSg9mf.jpg
Transformers Ära des Untergangs,91314,movie,/media/pi/F01/Flext/Filme/Transformers Ära des Untergangs.mp4,2014-06-25,"['Science Fiction', 'Action', 'Abenteuer']","Die Menschheit hat sich gerade von der großen Schlacht zwischen Autobots und Decepticons auf unserem Planeten erholt. Alle Transformers sind vom Antlitz der Erde verschwunden, doch geldgierige und mächtige Geschäftsmänner und Wissenschaftler hoffen von ihrer Hinterlassenschaft profitieren zu können. Sie experimentieren mit der Technologie der Transformers – weit über ein Maß hinaus, das sie kontrollieren können. Gleichzeitig hat ein alter und mächtiger Transformer von weit her, sein Augenmerk auf die Erde gerichtet, die er versklaven will. Ein neuer Kampf um die Freiheit der Menschen beginnt…",120,/7EpjvHbiLT6p3OnXozdBr59zew3.jpg,/h6wflubjTvlYgFUfcRKmZOPBPzM.jpg
Licorice Pizza,718032,movie,/media/pi/F01/Flext/Filme/Licorice Pizza.mp4,2021-11-26,"['Drama', 'Komödie']","Im kalifornischen San Fernando Valley entwickelt sich 1973 zwischen Mittzwanzigerin Alana und Teenager Gary eine ungewöhnliche Freundschaft. Doch inmitten des alltäglichen Trubels aus Gelegenheitsjobs und Schauspielkarriere, Freunden und Politik, Vinyl und Super 8 entstehen mit der Zeit auch intensivere Gefühle ...",134,/m5C3xThv1B4x7G4Hx1ZPZVNGP1N.jpg,/hB4ibOHXm1Xl0IbuYVioktDGUWJ.jpg
Ein Quantum Trost,10764,movie,/media/pi/F01/Flext/Filme/Ein Quantum Trost.mp4,2008-10-31,"['Abenteuer', 'Action', 'Thriller', 'Krimi']","Nach dem Tod von Vesper Lynd versucht James Bond an die Hintermänner des Komplotts gegen Lynd zu kommen. Beim MI6 wird dazu Mr. White verhört, dem durch einen internen Verrat während des Verhörs die Flucht gelingt. Die Spur führt Bond nach Haiti. Dort gelangt er durch die attraktive Camille an den zwielichtigen Dominic Greene, der mit dem Komplott in Verbindung zu stehen scheint. Bond muss fortan nicht nur einmal um sein Leben bangen...",106,/tpKgFYq0RZS1yEaLoDOJTJ2Gglc.jpg,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg
The Cellar,758724,movie,/media/pi/F01/Flext/Filme/The Cellar.mp4,2022-03-25,"['Horror', 'Mystery']",,94,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,/lO8ajcIbDxzgEu7tiHIO0iY3bgT.jpg
Nobody,615457,movie,/media/pi/F01/Flext/Filme/Nobody.mp4,2021-03-18,"['Action', 'Krimi', 'Thriller']","Familienvater Hutch ist ein Niemand. Der Vorstadt-Familienvater wird von den meisten Leuten einfach ignoriert und zieht auch niemals die Aufmerksamkeit auf sich. Als zwei Verbrecher eines Nachts in sein Haus einsteigen, sieht er sich außerstande, sich oder seine Familie zu verteidigen. Schließlich will er Gewalt um jeden Preis verhindern. Sein Sohn Brady wendet sich daraufhin enttäuscht von seinem Vater ab. Seine Frau Becca tut es ihm gleich und zieht sich noch mehr zurück. Doch der Einbruch löst bei Hutch etwas aus. Er sieht plötzlich rot und enthüllt eine dunkle Seite, die ihn auf einen Pfad der Gewalt schickt...",92,/vADkdNoZ2wEWMe49k1IyO5AE4P4.jpg,/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg
The Expendables 3,138103,movie,/media/pi/F01/Flext/Filme/The Expendables 3.mp4,2014-08-07,"['Action', 'Abenteuer', 'Thriller']","Barney Ross, Lee Christmas und ihr Team stehen vor ihrer größten Herausforderung: Conrad Stonebanks, der einst ""The Expandables"" zusammen mit Barney gründete, will dieser Gruppierung nun ein Ende setzen. Grund dafür ist wohl nicht zuletzt, dass Barney auf ihn angesetzt wurde, nachdem er sich als ruchloser Waffenhändler verdingte. Natürlich haben Barney und sein Team auch etwas gegen Stonebanks aktuelle Pläne. Barney trommelt seine Jungs zusammen und nimmt eine ganze Reihe weiterer Mitglieder in seine kampfstarke Truppe auf, Mitglieder die etwas jünger sind und über andere, meist modernere Techniken verfügen. Dann zieht die Gruppe gut gerüstet in den Kampf gegen Stonebanks und seine Leute. Aber, sind sie tatsächlich auf alles vorbereitet?",127,/oG297G9mCpOJgIalfamRvETNYpm.jpg,/sJDBJxKWG7h3VpG6jc9Mm9bw4kG.jpg
Nightlife,653910,movie,/media/pi/F01/Flext/Filme/Nightlife.mp4,2020-02-13,"['Komödie', 'Liebesfilm']","Milo arbeitet als Barkeeper in Berlin und lernt eines Nachts durch eine Reihe von Zufällen seine Traumfrau Sunny kennen. Die beiden verabreden sich für ein Date, doch der bislang so perfekte romantische Abend eskaliert, als Milos chaotischer Freund Renzo hereinplatzt, dem die halbe Berliner Unterwelt auf den Fersen ist. Es ist der Beginn einer durchgeknallten Jagd durch das nächtliche Berlin...",111,/pc8FAwCN0QfNE6Gr5qR77kSw3c1.jpg,/vKlbkj1xFHlM36wDK3bcvTHJiQ5.jpg
Senior Year,800937,movie,/media/pi/F01/Flext/Filme/Senior Year.mp4,2022-05-11,['Komödie'],"Alles geben für den Sieg! Mit diesem Motto will die ambitionierte Teenagerin Stephanie einen Cheerleader-Tanzwettbewerb gewinnen. Allerdings geht die krönende Figur schief und sie stürzt von der Spitze der Pyramide direkt ins Koma. Erst 20 Jahre später erwacht sie wieder und muss feststellen, dass sie mittlerweile 37 Jahre alt ist. Während sich alles um sie herum weiter entwickelt hat und auch ihr Körper gealtert ist, ist ihr Verstand und ihre Psyche noch immer auf dem Stand eines Teenagers. Ihr größter Wunsch: Sie will unbedingt Abschlussballkönigin werden und sich endlich ihre verdiente Krone aufsetzen.",112,/6UqbcDQhCYpxboK58Z0eVfdeHcT.jpg,/3FJ53wbpjSAGY98KYiHJ4DQccDr.jpg
Happiest Season,520172,movie,/media/pi/F01/Flext/Filme/Happiest Season.mp4,2020-11-26,"['Liebesfilm', 'Komödie']","Abby's Vorhaben, ihrer Freundin Harper einen Heiratsantrag während der Weihnachtsfeiertage zu machen, rückt plötzlich in weite Ferne, als Harper ihr auf dem Weg zu ihrer Familie offenbart, daß ihre konservativen Eltern nichts von Harpers sexueller Orientierung sowie ihrer Beziehung zu Abby wissen.",102,/vzec9kkOSE93tygyfOktedkeOQ.jpg,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg
Archenemy,727097,movie,/media/pi/F01/Flext/Filme/Archenemy.mp4,2020-12-11,"['Action', 'Thriller', 'Krimi', 'Science Fiction']","Max Fist behauptet, ein Superheld aus einer anderen Dimension zu sein, der durch Zeit und Raum gefallen und dabei auf der Erde gelandet ist. Da er jedoch hier keinerlei Kräfte besitzt, glaubt ihm niemand, außer einem Teenager namens Hamster, der mit den Geschichten seine Follower beeindrucken möchte. Gemeinsam schmieden sie den Plan, ein Gangstersyndikat und dessen teuflischen Boss, den man nur „The Manager“ nennt, zur Strecke zu bringen.  Ambitionierte teilanimierte SciFi-Mystery mit Joe Manganiello.",90,/aYgMJjAmGCjUqKsJIl4gnEoh1b8.jpg,/9j7VovzODcb1xQ1kKm68i8XC2bj.jpg
Peter Hase 2 - Ein Hase macht sich vom Acker,522478,movie,/media/pi/F01/Flext/Filme/Peter Hase 2 - Ein Hase macht sich vom Acker.mp4,2021-03-25,"['Familie', 'Komödie', 'Abenteuer', 'Animation', 'Fantasy']","Bea, Thomas und die Hasen haben als Familie ihren Frieden geschlossen, aber auch wenn er sich redlich bemüht, gelingt es Peter nicht, seinen Ruf als kleiner Schlawiner loszuwerden. Als er sich auf ein Abenteuer außerhalb des Gartens einlässt, findet er sich auf den Straßen der Großstadt in einer Umgebung wieder, wo seine spitzbübische Art gut ankommt. Aber als seine pelzige Familie in Gefahr gerät, muss Peter sich selbst fragen, was für ein Hase er sein will.",93,/j7E1jBuD1CmLskk7ydw4KwHQLhe.jpg,/5HjzYTihkH7EvOWSE7KcsF6pBMM.jpg
