name,id,type,path,release_date,genres,description,runtime,poster,backdrop
The Batman,414906,movie,/media/pi/F01/Flext/Filme/The Batman.mp4,2022-03-01,"['Krimi', 'Mystery', 'Thriller']","Zwei Jahre lang jagte Bruce Wayne als Batman Verbrecher auf der Straße und geriet immer tiefer in die Schattenwelt Gothams. Im korrupten Netzwerk der Beamten und VIPs konnte er nur auf wenige Vertraute zählen, daher verkörperte er bald als Einziger die Rache der Bürger. Als ein Killer es mit einer Vielzahl an sadistischen Machenschaften auf die Elite Gothams abgesehen hat, führt eine Spur aus mysteriösen Hinweisen den weltbesten Detective in die Unterwelt, wo er auf Selina Kyle a.k.a. Catwoman, Oswald Cobblepot a.k.a. der Pinguin, Carmine Falcone und Edward Nashton a.k.a. der Riddler stößt. Mit der Zeit wird das wahre Ausmaß des verbrecherischen Plans klar und die Beweise deuten immer mehr auf einen Kriminellen im näheren Umfeld Batmans hin. Nun muss Batman neue Kontakte knüpfen, den Verbrecher entlarven und den Machtmissbrauch und die Korruption, die Gotham schon lange im Griff haben, gnadenlos niederschlagen.",176,/6zm78OqO4jWCpuaZ7q6Mb5j1beM.jpg,/xHrp2pq73oi9D64xigPjWW1wcz1.jpg
Die Frau im Eis,518512,movie,/media/pi/F01/Flext/Filme/Die Frau im Eis.mp4,2018-05-04,"['Thriller', 'Drama', 'Krimi']","Rechtsanwalt Eriks wohl situiertes Leben gerät aus den Fugen, als sein Arbeitgeber ihn für das Fehlen von 30 Millionen Euro verantwortlich macht. Sein abgewrackter Bruder Atli scheint die richtigen Verbindungen zur kriminellen Unterwelt zu haben, um mithilfe eines Drogenschmuggels den Betrag ausgleichen zu können. Doch ihr menschlicher Kurier, die junge Sofia, fliegt auf und die ungleichen Brüder sehen sich immer tiefer in einen perfiden Strudel der Gewalt gezogen. Das Netz aus Polizei, skrupellosen Finanzhaien und eiskalter Mafia scheint ihnen kein Schlupfloch mehr zu bieten.",95,/fiSvfK8gGfYfwdDSQtGDED4a5Ge.jpg,/jAUq5WJAgE6mNwMNgx3jJCQ7qej.jpg
Die Eiskönigin - Völlig unverfroren,109445,movie,/media/pi/F01/Flext/Filme/Die Eiskönigin - Völlig unverfroren.mp4,2013-11-20,"['Animation', 'Familie', 'Abenteuer', 'Fantasy']","Königstochter Anna, begibt sich - begleitet von dem kantigen Naturburschen Kristoff und dessen treuem Rentier Sven - auf eine abenteuerliche Reise, um ihre Schwester Elsa zu finden, die mit ihren Zauberkräften das Königreich Arendelle im ewigen Winter gefangen hält. Auf ihrer gefährlichen Mission setzen den beiden nicht nur die Naturelemente zu, sie begegnen auch mystischen Trollen, müssen sich einem Schneemonster stellen und finden im urkomischen Schneemann Olaf einen ebenso treuen wie unverzichtbaren Begleiter.",102,/cmqWgP7KRRLUdiKvUrQxnzDek0G.jpg,/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg
Karate Kid,38575,movie,/media/pi/F01/Flext/Filme/Karate Kid.mp4,2010-06-10,"['Action', 'Abenteuer', 'Drama', 'Familie']","Als Dre Parker mit seiner Mutter von Detroit nach Peking umziehen muss, ist für den 12-Jährigen plötzlich nichts mehr so, wie es mal war. Allein ohne Freunde in einem fremden Land, muss sich Dre in der Schule gegen den Klassenrüpel Cheng zur Wehr setzen, der ein geübter Kung-Fu-Kämpfer ist. Da Dre selbst aber nur über ein paar wenige Karate-Kenntnisse verfügt, kann er sich kaum verteidigen und wird von allen als ""Karate Kid"" verspottet. Dre hat niemanden, an den er sich wenden kann, außer dem Hausmeister Mr. Han, der insgeheim ein berühmter Kung-Fu-Meister ist und bald zu Dres Mentor wird. Han weiht Dre in die Kunst des Kung Fu ein und bereitet ihn auf ein Turnier vor, bei dem er auf seinen Rivalen Cheng treffen wird…",140,/lpovkyowpM0KpU56wCMOLtuWmeK.jpg,/wwkpQnhi1TXnB3YTZdHeeBpuHs4.jpg
The Dark Knight,155,movie,/media/pi/F01/Flext/Filme/The Dark Knight.mp4,2008-07-14,"['Drama', 'Action', 'Krimi', 'Thriller']","Gemeinsam mit Bezirksstaatsanwalt Harvey Dent und Lieutenant James Gordon versucht der im Fledermauskostüm agierende Milliardär Bruce Wayne dem Verbrechen in Gotham City Einhalt zu gebieten. Wie aus dem Nichts taucht plötzlich ein psychotischer Superverbrecher auf - der Joker. In seiner wahnhaften Vision möchte er die Stadt in Chaos und Anarchie stürzen und Batman scheint der einzige, der ihn stoppen kann. Bis es zum endgültigen Show-Down kommt, wird aber viel Blut fließen und auch Menschen die Bruce Wayne nahe stehen, könnten Opfer werden.",152,/aAGYbAbikfmiYOO2PECKSFhbMxT.jpg,/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg
Agent Game,872542,movie,/media/pi/F01/Flext/Filme/Agent Game.mp4,2022-04-08,"['Action', 'Thriller']","Harris ist ein CIA-Verhörspezialist, der sich an einem geheimen Ort aufhält. Er wird zum Ziel einer Überstellungsoperation, nachdem er für ein schief gelaufenes Verhör zum Sündenbock gemacht wurde. Als das Agententeam, welches Harris überführen soll, beginnt, dessen Befehle in Frage zu stellen, erweitern der ranghohe Geheimdienstoffizier Olsen und seine Untergebene Visser die Ermittlungen. Jetzt liegt es an Harris und einigen neu gefundenen Verbündeten, die Wahrheit aufzudecken und den Spieß umzudrehen...",90,/qXJFjgcV7ESRHUSxZiBA4PzRMIx.jpg,/i1Lx1Whonfh8awXkYx3bGinK2V8.jpg
Police Academy 5,11825,movie,/media/pi/F01/Flext/Filme/Police Academy 5.mp4,1988-03-17,"['Komödie', 'Krimi']","Das ""Miami-Vice"" Team Crockett und Tubbs bekommen allerhärteste Konkurrenz im eigenen Revier. Die Tölpel der Police Academy sind aufgetaucht, um gemeinsam einen Beach Urlaub einzulegen. Als jedoch ihr allerliebster Kommandant Lassard entführt wird, sehen Hightower und seine wilde Horde rot. Miami wird solange auf den Kopf gestellt, bis ihr Boss wieder frei ist. Und wehe, jemand stellt sich ihnen in den Weg...",90,/sfqOgMsT0gaZTUpIeh8P9pYxgse.jpg,/qUYNcbiYkRehth3xnxqHv7NKJ0H.jpg
Network,37799,movie,/media/pi/F01/Flext/Filme/Network.mp4,2010-10-01,['Drama'],"Harvard Student Mark Zuckerberg ist alles andere als sozial: der schüchterne, außergewöhnlich intelligente Computernerd hat außer seinem Kommilitonen Eduardo Saverin wenig Freunde und keinerlei Erfolg bei der Frauenwelt. Als Mark sich eines einsamen Herbstabends an seinen Computer setzt und beginnt sich in die Netzwerke seiner Universität zu hacken und Informationen über die weiblichen Studentinnen ins Netz zu stellen, weiß er selbst noch nicht, dass er etwas begonnen hat, was später als Internetportal Facebook Furore machen wird. Aber: Man kann keine 500 Millionen Freunde gewinnen, ohne sich auch ein paar Feinde zu machen - und in Zuckerbergs Fall fallen diese oftmals in ein und dieselbe Person. So ist der Weg an die Spitze des Multimillionen Dollar Facebook-Imperiums nicht nur gesäumt mit Partys und (sexuellen) Erfolgen, sondern auch mit Verrat und diversen Klagen.",120,/8gLQUUsK285w3Ku46klprRkHyr1.jpg,/65D7t8wgZFpjOTvIp1HQvHFY0fC.jpg
The Town - Stadt ohne Gnade,23168,movie,/media/pi/F01/Flext/Filme/The Town - Stadt ohne Gnade.mp4,2010-09-15,"['Krimi', 'Drama', 'Thriller']","Doug MacRay ist, genau wie sein Vater, ein begabter Bankräuber. Gemeinsam mit seinem Kumpel Jem und ein paar Komplizen raubt er scheinbar ungestraft Banken und Geldtransporter aus. Doch als bei einem Coup plötzlich die Bankmanagerin als Geisel genommen wird, bekommt die Sache einen Haken. Doug ist nicht der harte Gangster, der er zu sein scheint. Bei seinen Recherchen bezüglich des Wissens der Geisel verliebt er sich in sie und möchte plötzlich aus dem Geschäft aussteigen. Doch so einfach ist das nicht...",125,/b9CjlNkwsrEAinZrY0GpCg0YudP.jpg,/owAe5rRStnX7ibVAPmza3NCXjCy.jpg
Wackersdorf,505638,movie,/media/pi/F01/Flext/Filme/Wackersdorf.mp4,2018-09-20,"['Drama', 'Historie']","Oberpfalz, 1980er Jahre: Die Arbeitslosenzahlen steigen und der Landrat Hans Schuierer steht unter Druck, Perspektiven für die Bevölkerung zu schaffen. Da erscheinen ihm die Pläne der Bayerischen Staatsregierung wie ein Geschenk: In der beschaulichen Gemeinde Wackersdorf soll eine atomare Wiederaufbereitungsanlage (WAA) gebaut werden, die wirtschaftlichen Aufschwung für die ganze Region verspricht. Doch als der Freistaat ohne rechtliche Grundlage mit Gewalt gegen Proteste einer Bürgerinitiative vorgeht, die sich für den Erhalt der Natur in ihrer Heimat einsetzt, steigen in Schuierer Zweifel auf. Vielleicht ist die Anlage doch nicht so harmlos wie behauptet. Er beginnt nachzuforschen und legt sich mit der mächtigen Strauß-Regierung an.",123,/tYGnusmMMsLlkwfRQo55L94EK9G.jpg,/mezPmKSwzRMFvGgWxftQNklKKPF.jpg
Predator 1,106,movie,/media/pi/F01/Flext/Filme/Predator 1.mp4,1987-06-12,"['Science Fiction', 'Action', 'Abenteuer', 'Thriller']","Eine Routinemission wird zum Horrortrip. Das Spezialkommando unter Major Dutch Schaefer soll im mittelamerikanischen Dschungel Geiseln aus den Händen von Guerilleros befreien. Doch die Männer bekommen es nicht nur mit einer Handvoll Rebellen zu tun. In der grünen Hölle lauert ihnen ein Gegner auf, der nicht von dieser Welt ist. Eine Kreatur, die das Töten als reine Lust betrachtet – und Elitesoldaten als willkommene Jagdtrophäen.",107,/w193fXwldXJgQ56tf2IFiiKnDha.jpg,/gIp0L6VRu2xrX4uCnH9jPsmpaCG.jpg
James Bond 007 jagt Dr No,646,movie,/media/pi/F01/Flext/Filme/James Bond 007 jagt Dr No.mp4,1962-10-07,"['Abenteuer', 'Action', 'Thriller']",Der mysteriöse Wissenschaftler Dr. No sabotiert von seiner geheimen Basis auf Jamaica aus das amerikanische Raumfahrtprogramm. Der Secret Service setzt seinen besten Agenten auf den Wissenschaftler an.,110,/1NN9uwOnZiw4rj3drWHo0JVGZuq.jpg,/ptcXbbxTyjHfEE4d4QocNP0YQct.jpg
Ralph reichts 2 Webcrasher - Chaos im Netz,,movie,/media/pi/F01/Flext/Filme/Ralph reichts 2 Webcrasher - Chaos im Netz.mp4
Fünf Freunde und das Tal der Dinosaurier,485371,movie,/media/pi/F01/Flext/Filme/Fünf Freunde und das Tal der Dinosaurier.mp4,2018-03-15,"['Familie', 'Abenteuer']","Die fünf Freunde George, Julian, Dick, Anne und Timmy der Hund, die sonst in der freien Zeit spannende Kriminalfälle lösen, müssen mit ihrer Tante Fanny zur Hochzeitsfeier eines Cousins fahren. Ein Glück, dass ein Motorschaden sie zu einem unfreiwilligen Zwischenstopp in einer Kleinstadt zwingt. Zur großen Freude der Fünf soll am Tag darauf im Naturkundemuseum des Ortes der Knochen einer bis dato unbekannten Dinosaurierart präsentiert werden. Während der Ausstellung lernen sie den kauzigen Marty Bach kennen, der behauptet, sein verstorbener Vater habe einst ein vollständig erhaltenes Dinosaurierskelett entdeckt. Natürlich werden die Nachwuchsdetektive hellhörig – und als ihrem neuen Bekannten ein Foto gestohlen wird, auf dessen Rückseite ein Zahlencode notiert war, übernehmen die Fünf den Fall und machen sich auf die Suche nach dem legendären „Tal der Dinosaurier“.",90,/aFjvtRpqjPg07wQrojyK0HQH8Zt.jpg,/f8vjnlKmmwmWxqFBlSGFMgFJnLa.jpg
Paranormal Activity ,609972,movie,/media/pi/F01/Flext/Filme/Paranormal Activity .mp4,2021-10-29,"['Horror', 'Mystery', 'Thriller']","Eine Frau wurde in jungen Jahren zur Adoption freigegeben. Nun, wo sie erwachsen ist, macht sie sich auf die Suche nach ihren leiblichen Eltern und nimmt einen Freund mit, der sie bei ihrer Reise filmen soll. Die Suche führt sie zu einer amischen Glaubensgemeinschaft, wo sie zunächst mit offenen Armen empfangen wird. Doch mit der Zeit bemerkt sie beunruhigende Kräfte innerhalb der Gruppe, die Hinweise auf die Wahrheit über ihre biologische Mutter und den Grund für ihre Trennung enthalten.  Siebter Film der „Paranormal Activity“-Reihe.",98,/pJj95bdkqZViBuBBVUNaytJju4c.jpg,/39EQTf94Lckdo8yzS1CdWQSgmen.jpg
No Way Out - Gegen die Flammen,395991,movie,/media/pi/F01/Flext/Filme/No Way Out - Gegen die Flammen.mp4,2017-09-22,"['Drama', 'Action', 'Historie']","Der Feuerwehrmann Eric Marsh kennt sich in seinem Bezirk im US-Bundesstaat Arizona so gut aus, wie kein zweiter. Dennoch muss er mit seinem Team hinter den sogenannten Hotshot-Crews, auf das Bekämpfen von Waldbränden spezialisierten Feuerwehreinheiten, aufräumen. Um das zu ändern, will er für seine Heimatstadt Prescott eine eigene, 20-köpfige Hotshot-Crew zusammenstellen, in der unter anderem der heißblütige Christopher MacKenzie und der ehemalige Junkie Brendan McDonough gegen die Flammen kämpfen sollen. Nach hartem Training und einigen Rückschlägen stehen die Granite Mountain Hotshots schließlich zum Einsatz bereit. Doch dann bricht auf dem Yarnell Hill in Arizona ein Feuer aus und was zunächst wie ein Routineeinsatz wirkt, entwickelt sich bald zu einer tödlichen Gefahr für die Männer…",134,/t7iYpDNn00PPCMZGdmN4X303mBu.jpg,/8wI0M7HDHhDsoxMCkcAVUx7O6DX.jpg
Bridge of Spies Der Unterhändler,296098,movie,/media/pi/F01/Flext/Filme/Bridge of Spies Der Unterhändler.mp4,2015-10-15,"['Thriller', 'Drama']","1957, als der Kalte Krieg auf einem Höhepunkt ist, gelingt den USA die Verhaftung des Sowjetagenten Rudolf Abel. Er wird vernommen, verweigert aber die Zusammenarbeit. Als Pflichtverteidiger bekommt er jemanden zur Seite gestellt, dessen Fähigkeiten außer Frage stehen, der jedoch als Versicherungsanwalt wenig Expertise für seinen neuen Auftrag mitbringt: James Donovan. Der Jurist ist skeptisch, zumal die Verteidigung eines feindlichen Agenten von vielen als Landesverrat angesehen wird.Donovans persönliche Lage spitzt sich zu, als ihn der CIA-Beamte Hoffman , beindruckt von Donovans Auftritten im Gerichtssaal, mit einer neuen Mission betraut. Das U-2-Spionage-Flugzeug des US-Piloten Francis Gary Powers wurde über der Sowjetunion abgeschossen. Donovan soll nach Ost-Berlin, um mit den Sowjets die Freilassung zu verhandeln – und einen Gefangenenaustausch zu initiieren…",141,/2CjiNeim7U03e87Q4OLddSFO2Th.jpg,/12M3SvYO4WMdlXCajWklz1zUAly.jpg
Ready Player One,333339,movie,/media/pi/F01/Flext/Filme/Ready Player One.mp4,2018-03-28,"['Science Fiction', 'Abenteuer', 'Action']","Im Jahr 2045 steht die ökologisch ausgebeutete Welt am Rande des endgültigen Zusammenbruchs. Doch die Menschen finden Erlösung in dem gigantischen virtuellen Universum Oasis, das der geniale James Halliday entwickelt hat. Als Halliday stirbt, hinterlässt er sein ungeheures Vermögen der ersten Person, die jenes Easter Egg findet, das er in der Oasis versteckt hat. So beginnt ein Wettstreit, der die gesamte Welt in Atem hält. Der junge Wade Watts findet wider Erwarten erste Hinweise, und schon gerät er in eine halsbrecherische, realitätsverändernde Schatzjagd durch ein ebenso fantastisches wie geheimnisvolles Universum voller Entdeckungen und Gefahren ...",140,/cJjXsV0gfntLfCFOznFfg0338UX.jpg,/q7fXcrDPJcf6t3rzutaNwTzuKP1.jpg
Urlaubsreif,232672,movie,/media/pi/F01/Flext/Filme/Urlaubsreif.mp4,2014-05-21,['Komödie'],"Lauren und Jim treffen sich zu einem romantischen Blind Date. Beide sind Single und haben neben gescheiterten Partnerschaften auch Kinder im Gepäck. Leider verläuft das Date katastrophal; sie entschließen sich, einander niemals wiederzusehen. Aufgrund einer Verwechslung der Kreditkarten im Restaurant muss Jim jedoch kurze Zeit später doch bei Lauren vorbeischauen. Dort erfahren beide, dass Laurens Schwester von ihrem Freund verlassen wurde und der gemeinsame Afrikaurlaub somit ins Wasser fällt. Wie der Zufall es will, ist dieser Freund Jims Boss. Jim beschließt, ihm die Reise nach Afrika abzukaufen - Lauren kommt auf die gleiche Idee und fliegt anstelle ihrer Schwester in den Urlaub. Im Resort treffen die beiden Familien dann aufeinander. Dabei stellen Jim und Lauren fest, dass sie mehr füreinander empfinden, als ihnen vorher klar war…",117,/7iaJ6kXmVOLqWgcXzwaO8BlVtnt.jpg,/hafgbeor4V3MIinoQNcvsRWQF6x.jpg
Logan - The Wolverine,263115,movie,/media/pi/F01/Flext/Filme/Logan - The Wolverine.mp4,2017-02-28,"['Action', 'Drama', 'Science Fiction']","In naher Zukunft schützt ein abgekämpfter Logan einen gebrochenen Professor X in einem Versteck nahe der mexikanischen Grenze. Doch Logans Versuche, sich vor der Welt und seinem Vermächtnis zu verstecken, misslingen, als ein junger Mutant, von dunklen Kräften verfolgt, bei ihnen Zuflucht sucht.",138,/y4KWNN6ROnKaefdTFdu5kKMVN59.jpg,/4DZxWNSAyksN6N3JkvpJ53Yq6zU.jpg
Pandorum,19898,movie,/media/pi/F01/Flext/Filme/Pandorum.mp4,2009-09-08,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","Die Astronauten Payton und Bower erwachen aus einem Tiefschlaf und finden sich an Bord eines riesigen Raumschiffs wieder. Ihre Erinnerung ist komplett ausgelöscht: Weder wissen sie, wie lange sie geschlafen haben, noch, warum sie hier sind. Doch ihnen bleibt nicht viel Zeit zum Überlegen, denn das Energiesystem des Raumschiffs steht kurz vor dem Zusammenbruch. Per Funk lotst Payton Bower durch enge Luftschächte zum Reaktor, damit er diesen reparieren kann. Schnell wird klar, dass die beiden nicht allein sind und sich in großer Gefahr befinden.",108,/qUipq1LTBLamEThverLreUXzIbz.jpg,/2M5V8VcK02o4R5cxe7Ew1ltaxKr.jpg
Inglourious Basterds,16869,movie,/media/pi/F01/Flext/Filme/Inglourious Basterds.mp4,2009-08-19,"['Drama', 'Action', 'Thriller', 'Kriegsfilm']","Im von Deutschland besetzten Frankreich muss Shosanna ansehen wie ihre Familie durch Oberst Hans Landa brutal ermordet wird. Sie kann entkommen und flieht nach Paris. Gemeinsam mit seinen 8 Männern, einer Elitetruppe aus jüdisch-amerikanischen Soldaten, will Offizier Aldo Raine systematische Vergeltungsschläge gegen Nazis durchführen. Sie werden in Frankreich abgesetzt, um dort unterzutauchen. Von den Deutschen als ‚Die Bastarde' gefürchtet versuchen sie den Führer des III. Reichs zu töten.",148,/wRxvEhv5UvJz0h4TgXpbQ3pd1hc.jpg,/yVPcPk96E6Qffiyez2oJc7OKD2A.jpg
The Devil all the time,499932,movie,/media/pi/F01/Flext/Filme/The Devil all the time.mp4,2020-09-11,"['Krimi', 'Drama', 'Thriller']","In Knockemstiff, Ohio und den umliegenden Wäldern versammeln sich einige finstere Gestalten – ein unheiliger Priester, ein absonderliches Pärchen und ein verlogener Sheriff – um den jungen Arvin Russel, der mit allen Mitteln versucht sich und seine Familie vor dem Bösen zu schützen...",138,/bVL7LGq528h3KzeNI90HOVbV5uW.jpg,/rUeqBuNDR9zN6vZV9kpEFMtQm0E.jpg
The Flash Season 1 Disc 3-11,,movie,/media/pi/F01/Flext/Filme/The Flash Season 1 Disc 3-11.mp4
Lara Croft Tomb Raider,1995,movie,/media/pi/F01/Flext/Filme/Lara Croft Tomb Raider.mp4,2001-06-11,"['Abenteuer', 'Fantasy', 'Action', 'Thriller']","Laras vor Jahren verstorbener Vater macht in einer Nacht, in der eine ungewöhnliche Sternenkonstellation eine bevorstehende absolute Sonnenfinsternis ankündigt, auf sich aufmerksam. Die aus dem Schlaf gerissene Lara findet eine Uhr, die eine verschlüsselte Nachricht ihres Vaters enthält: Vor Tausenden von Jahren sei ein Himmelskörper auf der Erde eingeschlagen, in dem die Menschen eine mysteriöse, kristalline Substanz gefunden hätten. Geformt zu einem allsehenden Auge verlieh sie überirdische Macht. Aufgrund der daraus entstehenden Gefahr ließ ein Priester das Auge teilen und versteckte die beiden Teile an geheimen Orten. Setzt man diese Teile wieder zusammen, kann das Auge alle 5000 Jahre seine volle Wirkung entfalten. Und genau zu diesem Zweck hat über Jahrtausende ein Geheimbund existiert, der das Auge und damit die Macht an sich reißen will: der berühmt-berüchtigte Bund der Erleuchteten!",100,/dCEaaECszzgA9JiQaMXDcJ32Lgl.jpg,/7LBuclUvmdT5HjsJDQIp5dxMVMS.jpg
Holmes  Watson,426563,movie,/media/pi/F01/Flext/Filme/Holmes  Watson.mp4,2018-12-25,"['Mystery', 'Abenteuer', 'Komödie', 'Krimi']","Sherlock Holmes und Dr. John Watson untersuchen gemeinsam einen mysteriösen Mord im Buckingham Palace. Es scheint zunächst ein klarer Fall zu sein, denn alle Anzeichen deuten auf Professor James Moriarty hin, den kriminellen Drahtzieher und langjährigen Erzfeind des kriminellen Duos. Als neue Hinweise auftauchen, müssen der größte Detektiv der Welt und sein zuverlässiger Assistent innerhalb von vier Tagen den Mörder fangen, bevor die Königin diesem zum Opfer fällt.",89,/4MxhjRntTOdnTZ2h5Jpc165hAVh.jpg,/5Zvu4SrY3p9qgnITkCn4jAQwKvB.jpg
Alien Expedition,550844,movie,/media/pi/F01/Flext/Filme/Alien Expedition.mp4,2018-09-25,"['Science Fiction', 'Abenteuer', 'Action']","Ein Raumschiff zur Erforschung der entlegensten Ecken des Universums soll dort nach einem für Menschen bewohnbaren Planeten suchen. Als die Crew einen solchen gefunden zu haben scheint, wird ein Scouting-Team aus Menschen und Robotern losgeschickt, um die Ressourcen des Planeten zu untersuchen. Doch auf dem Grund angekommen, verwandelt sich die eigentlich harmlos erscheinende Aufklärungsmission schnell in einen gnadenlosen Kampf ums Überleben und gegen die feindlichen Lebewesen des Planeten – zu denen auch Dinosaurier gehören!",95,/rPL26VmIR8gT7MYsIKu4bL8kXGL.jpg,/pt6wPpky0AMV5lKzBHU5kB1cPtw.jpg
Nachts im Museum 2,1593,movie,/media/pi/F01/Flext/Filme/Nachts im Museum 2.mp4,2006-10-20,"['Action', 'Abenteuer', 'Komödie', 'Familie', 'Fantasy']","Als der glücklose Tagträumer Larry Daley einen Job als Nachwächter im naturhistorischen Museum annimmt, graust es ihm vor der todlangweiligen Aufgabe. Eines Tages entwickeln die Exponate jedoch ein Eigenleben und so muss er sich unter anderem mit Attila dem Hunnen, wilden Neandertalern und dem blutrünstigen T-Rex herumschlagen. Um das um sich greifende Chaos einzudämmen, holt er sich schließlich bei der Wachsfigur von Präsident Theodore Roosevelt Rat.",108,/KR5zsGPBLTnavWkrJ8d1fnIMHD.jpg,/oSDn50nvqwofWGxbjZ2dSyMmcMQ.jpg
The Flash Season 1 Disc 3-9,,movie,/media/pi/F01/Flext/Filme/The Flash Season 1 Disc 3-9.mp4
The Aeronauts,514921,movie,/media/pi/F01/Flext/Filme/The Aeronauts.mp4,2019-11-04,"['Abenteuer', 'Drama', 'Liebesfilm']","Ende des 19. Jahrhunderts: Die Luftfahrt-Enthusiastin Amelia Wren (Felicity Jones) liebt die Ballonafahrt über den Wolken, doch die gesellschaftlichen Konventionen der damaligen Zeit verbieten es einer Frau, Pilotin zu werden. Zeitgleich arbeitet der Wissenschaftler James Glaisher (Eddie Redmayne) daran, die Wettervorhersage zu verbessern und wird dafür für einen Fantasten gehalten. Die beiden gesellschaftlichen Außenseiter und Querdenker tun sich zusammen, um es der Welt zu zeigen. In einer halsbrecherischen, lebensgefährlichen Ballonfahrt über 8000 Meter wollen sie bisher Unerreichtes beweisen. Doch die beiden Abenteurer sind der Natur und den Gezeiten bald hoffnungslos ausgeliefert. Die Pionierarbeit ist wahrlich kein Zuckerschlecken ...",101,/kZHnblqmTBUBgzYBIxWIz9txsEi.jpg,/1NeA92Pk1eCHpU3LnWo8zvsks0V.jpg
Alles Geld der Welt,446791,movie,/media/pi/F01/Flext/Filme/Alles Geld der Welt.mp4,2017-12-21,"['Thriller', 'Drama', 'Krimi', 'Mystery', 'Historie']","Italien 1973: Paul (Charlie Plummer), der 16 Jahre alte Enkel des Öl-Tycoons J. Paul Getty (Christopher Plummer), wurde entführt. Die Kidnapper verlangen für den Jungen 17 Millionen Dollar Lösegeld, doch der Geschäftsmann Getty weigerte sich, die geforderte Summe zu zahlen – obwohl ihm das Geld auf dem Konto nicht groß fehlen würde, denn schließlich ist er der reichste Mann der Welt. So ist Pauls Mutter Gail Harris (Michelle Williams) gezwungen, die Initiative zu übernehmen. Sie will ihren Sohn befreien oder das Lösegeld irgendwie zusammenzubekommen, ohne auf J. Paul Getty angewiesen zu sein. Harris stellt sich gegen ihren Schwiegervater und sie heuert den ehemaligen CIA-Agenten Fletcher Chase (Mark Wahlberg) an, um ihren Sohn zu befreien. Chase kommt zu einem falschen Schluss und ein zermürbender Nervenkrieg nimmt seinen Lauf, der Monate dauert…",132,/50FNpmpZBqMqVmR0nlZkMLgruN7.jpg,/dSNFyArsIZP6JcOKmXwa3rqKkOr.jpg
Die Schneiderin der Träume,518497,movie,/media/pi/F01/Flext/Filme/Die Schneiderin der Träume.mp4,2018-09-20,"['Drama', 'Liebesfilm']","Im modernen Mumbai der gläsernen Hochhäuser arbeitet die junge Witwe Ratna als Dienstmädchen für Ashwin, einen jungen Mann aus wohlhabendem Hause, der scheinbar alles hat, was es für ein komfortables Leben braucht. Ratna wiederum hat vor allem eins: den Willen, sich ein besseres Leben zu erarbeiten und ihren Traum zu verwirklichen, Modedesignerin zu werden. Als Ashwins sorgfältig arrangierte Bilderbuch-Hochzeit platzt, scheint Ratna die Einzige zu sein, die Ashwins tiefe Melancholie versteht. Ashwin verliebt sich in das so zurückgenommene Hausmädchen, denn er entdeckt in ihr eine willensstarke und sinnliche Frau, die bereit ist, für ihre Träume einzustehen. Und auch Ratna entwickelt Gefühle für ihn. Dennoch ist sie für beider Umgebung nur das Dienstmädchen, das von seiner Familie entsprechend behandelt wird...",92,/bDfys6MTa50kiR9JwsjGhZRY7Tf.jpg,/aMkaxaudAPyPcp3guXOOby2smeC.jpg
5 Mission Impossible - Rogue Nation,177677,movie,/media/pi/F01/Flext/Filme/5 Mission Impossible - Rogue Nation.mp4,2015-07-23,"['Action', 'Abenteuer']","Nachdem das Pentagon die Impossible Missions Force aufgelöst hat, ist Ethan Hunt auf sich allein gestellt. Doch gerade jetzt hat der ehemalige IMF-Agent die Spur der geheimnisvollen und hochgefährlichen Organisation „Syndikat“ aufgenommen, die sich schon bald als sein mächtigster Gegner erweist. Aus dem Untergrund heraus operiert das „Syndikat“ mit bestens ausgebildeten Spezialagenten und diese scheinen Hunt immer einen Schritt voraus zu sein – und ihre Mission ist teuflisch: Sie wollen durch gezielte Anschläge eine neue Weltordnung schaffen und alle ehemaligen Mitglieder der IMF auslöschen, um ihre Pläne ungestört verwirklichen zu können. In offizieller Mission der Regierung oder nicht, Ethan Hunt kann nicht zusehen, wie der Terror immer weiter um sich greift, und reaktiviert sein einzigartiges Team. Unerwartete Hilfe bekommt das Quartett von der geheimnisvollen Agentin Ilsa Faust – doch auf welcher Seite steht sie wirklich?",132,/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg,/eR20N1flPCQyp9HzpxlTcxgDAO7.jpg
